# run=2026-09-24_0754  universe=1144  cache_hit=47.6%  price_stale=1072/1144  fetch_failed=10/1144
ready_to_buy_score,ticker,price,target_upside,quality_flag,cyclicality,cyclical_driver,cycle_position,cycle_reason,turn_state,turn_persist,trailingPE,forwardPE,peg,pe_delta,eps_rev_90d,eps_rev_30d,rev_accel,rsi14,pct_change_1d,pct_change_5d,pct_change_1mo,dist_from_ath,pct_from_52wk_high,pct_from_52wk_low,pct_from_ma50,close_vs_range,recent_action,gap_pct,intraday_range_pct,trend_3d,days_since_5pct_move,last_5pct_direction,price_above_ma50,sector,vol_1d,vol_10d_avg,vol_3mo_avg,vol_vs_10d_avg,vol_vs_3mo_avg,vol_event,vol_event_read,volume_trend,vol_spike_tag,days_since_vol_spike,last_vol_spike_direction,last_vol_spike_magnitude,vol_spike_recent,rtb_b4,rtb_b2,rtb_b3,rtb_b1,rtb_b5,rtb_b1_confirm,rtb_b1_ma50,rtb_b1_5d,rtb_b1_1mo,rtb_b1_combo,rtb_quality_pts,rtb_cycle_pts,rtb_f1_timing,rtb_f2_estimates,rtb_f3_ath,rtb_f4_targets,rtb_f5_trend,rtb_f6_volume,rtb_f7_cycle,div_yield,total_return_potential,near_target,payout_ratio,ex_dividend_date,days_since_ex_div,fresh_post_ex_div
19.6,CRS,395.03,58.4%,HIGH,CYCLICAL,ECONOMIC,MID,margins expanding + est rising (op_m=24%),FALLING_KNIFE,,37.59,24.88,1.59,12.70,6.16,4.59,-1.57,21.30,-1.9%,-4.9%,-19.8%,-36.9%,-36.9%,73.3%,-22.3%,35.50,GRINDING-DOWN,-1.46,2.03,FALLING,6.00,DOWN,False,Industrials,937103,759770,754638,1.23,1.24,ELEVATED,ELEVATED-DOWN,1.01,,3.00,UP,1.90,True,0.0,7.9,2.7,-11.0,20.0,3.0,-6.0,-3.0,-5.0,0.0,10.0,-10.0,-11.0,7.9,2.7,20.0,,,0.0,0.20,58.6%,False,0.08,2026-08-24,31.00,False
19.3,COP,128.09,14.0%,MEDIUM,CYCLICAL,COMMODITY,TROUGH,"margins contracting, estimates stabilising",FALLING_KNIFE,,16.94,13.26,1.06,3.70,4.84,2.68,-2.16,44.10,0.4%,-9.3%,-5.0%,-9.6%,-9.6%,49.7%,1.5%,61.40,NORMAL,-1.04,2.85,MIXED,4.00,DOWN,True,Energy,5059338,7591230,7006544,0.67,0.72,LIGHT,light-dip,1.08,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.64,False,15.0,5.3,5.0,-1.0,-5.0,3.0,4.0,-3.0,-5.0,0.0,8.0,8.0,-1.0,5.3,5.0,-5.0,,,15.0,2.58,16.6%,False,0.44,2026-08-16,39.00,False
19.1,RGA,246.75,10.4%,MEDIUM,MIXED,RATE,EARLY,margins expanding + est rising (op_m=11%),WATCH,,10.82,8.31,1.14,2.50,2.34,1.37,-0.97,52.00,0.7%,-0.7%,1.5%,-4.3%,-4.3%,38.5%,1.3%,52.00,NORMAL,-0.12,2.14,MIXED,156.00,UP,True,Financial Services,328571,305830,351757,1.07,0.93,NORMAL,normal,0.87,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.82,False,8.0,2.6,11.5,9.0,-12.0,3.0,4.0,0.0,2.0,0.0,8.0,0.0,9.0,2.6,11.5,-12.0,,,8.0,1.51,11.9%,False,0.16,2026-08-17,38.00,False
18.8,NUE,246.98,14.8%,MEDIUM,CYCLICAL,COMMODITY,TROUGH,"margins contracting, estimates stabilising",FUNDAMENTALS_READY_PRICE_FALLING,,19.60,12.49,,7.10,19.80,3.26,-16.54,43.70,1.9%,-4.6%,1.4%,-11.8%,-11.8%,88.1%,-3.1%,61.80,NORMAL,0.83,2.61,MIXED,2.00,DOWN,False,Basic Materials,1325465,1313540,1499008,1.01,0.88,NORMAL,normal,0.88,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.13,False,12.0,13.8,0.0,-2.0,-5.0,3.0,-4.0,-3.0,2.0,0.0,8.0,4.0,-2.0,13.8,0.0,-5.0,,,12.0,0.90,15.7%,False,0.18,2026-09-29,,False
18.7,WDAY,192.38,8.5%,MEDIUM,MIXED,ECONOMIC,EARLY,margins expanding + est rising (op_m=12%),WATCH,,39.91,14.54,0.69,25.40,4.69,4.69,0.00,52.70,0.2%,0.9%,-3.8%,-38.2%,-23.0%,74.3%,8.0%,76.00,FELL-RECOVERED,-1.25,3.34,MIXED,3.00,UP,True,Technology,1989612,2946330,4815238,0.68,0.41,LIGHT,light-dip,0.61,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.62,False,8.0,7.2,11.5,6.0,-14.0,3.0,4.0,3.0,-4.0,0.0,8.0,0.0,6.0,7.2,11.5,-14.0,,,8.0,,8.5%,True,0.00,,,False
18.4,SNY,41.66,29.0%,MEDIUM,DEFENSIVE,,MID,margins expanding + est rising (op_m=21%),FALLING_KNIFE,,22.52,7.71,,14.80,2.15,0.38,-1.77,34.10,-2.0%,-1.8%,-9.1%,-30.7%,-20.9%,1.9%,-5.0%,45.50,GRINDING-DOWN,-1.53,1.32,MIXED,97.00,DOWN,False,Healthcare,3837920,2523750,3041381,1.52,1.26,HIGH,HIGH-DOWN,0.83,,,,,False,8.0,1.5,13.9,-8.0,3.0,3.0,-6.0,0.0,-5.0,0.0,8.0,0.0,-8.0,1.5,13.9,3.0,,,8.0,9.89,38.8%,False,1.28,2026-05-03,144.00,False
18.1,WAB,292.22,12.8%,MEDIUM,CYCLICAL,ECONOMIC,EARLY,margins expanding + est rising (op_m=19%),WATCH,CONFIRMED-1d (holding),39.38,23.46,1.37,15.90,2.47,0.11,-2.36,58.90,3.1%,5.1%,-1.8%,-4.7%,-4.7%,57.1%,1.7%,73.20,NORMAL,1.75,2.21,RISING,43.00,UP,True,Industrials,815349,789230,918203,1.03,0.89,NORMAL,normal,0.86,,3.00,UP,1.68,True,12.0,1.4,3.7,6.0,-5.0,3.0,4.0,3.0,-4.0,0.0,8.0,4.0,6.0,1.4,3.7,-5.0,,,12.0,0.38,13.2%,False,0.15,2026-08-17,38.00,False
18.0,FCFS,216.47,15.1%,MEDIUM,MIXED,RATE,EARLY,margins expanding + est rising (op_m=16%),WATCH,,24.63,16.74,1.17,7.90,3.34,-1.52,-4.86,46.90,0.2%,0.4%,-3.9%,-9.4%,-9.4%,48.2%,0.8%,21.10,NORMAL,1.31,2.59,MIXED,21.00,UP,True,Financial Services,301605,427010,440485,0.71,0.69,LIGHT,light-dip,0.97,ACCUM-CONFIRMED-RECENTLY,3.00,UP,1.63,True,8.0,0.3,8.7,6.0,-5.0,3.0,4.0,3.0,-4.0,0.0,8.0,0.0,6.0,0.3,8.7,-5.0,,,8.0,0.78,15.9%,False,0.19,2026-08-13,42.00,False
18.0,SCHW,99.50,26.1%,MEDIUM,MIXED,RATE,EARLY,fwd<trail PE + healthy margins (op_m=52%) → grower (EARLY),FUNDAMENTALS_READY_PRICE_FALLING,,18.12,12.71,0.85,5.40,7.98,0.33,-7.65,31.90,-0.9%,-5.4%,-12.4%,-13.1%,-13.1%,18.5%,-6.8%,2.60,GRINDING-DOWN,-0.35,1.90,FALLING,1.00,DOWN,False,Financial Services,10894129,9451130,9646721,1.15,1.13,NORMAL,normal,0.98,DISTRIB-CONFIRMED-RECENTLY,2.00,DOWN,1.75,False,8.0,4.6,11.4,-9.0,3.0,3.0,-4.0,-3.0,-5.0,0.0,8.0,0.0,-9.0,4.6,11.4,3.0,,,8.0,1.19,27.3%,False,0.21,2026-08-13,42.00,False
17.9,YUMC,40.85,51.6%,MEDIUM,CYCLICAL,ECONOMIC,MID,fwd<trail PE but eps30=0.5 flat/weak → MID,FUNDAMENTALS_READY_PRICE_FALLING,,15.24,12.09,0.93,3.10,3.37,0.51,-2.86,28.70,-1.5%,-2.0%,-17.5%,-36.9%,-30.0%,1.7%,-9.5%,28.30,GRINDING-DOWN,-0.31,2.16,MIXED,,,False,Consumer Cyclical,1348042,1313270,1635010,1.03,0.82,NORMAL,normal,0.80,,,,,False,-2.0,2.3,5.6,-8.0,20.0,3.0,-6.0,0.0,-5.0,0.0,8.0,-10.0,-8.0,2.3,5.6,20.0,,,-2.0,2.59,54.2%,False,0.39,2026-08-26,29.00,False
17.9,KKR,97.21,32.4%,MEDIUM,CYCLICAL,RATE,TROUGH,"margins contracting, estimates stabilising",FALLING_KNIFE,,31.06,13.12,0.42,17.90,0.19,0.27,0.08,38.40,-1.2%,0.4%,-9.4%,-43.0%,-32.9%,17.6%,-6.6%,37.60,NORMAL,-1.00,1.91,FALLING,30.00,UP,False,Financial Services,4098377,3676870,4362184,1.11,0.94,NORMAL,normal,0.84,,,,,False,12.0,0.4,7.5,-5.0,3.0,3.0,-6.0,3.0,-5.0,0.0,8.0,4.0,-5.0,0.4,7.5,3.0,,,12.0,0.78,33.1%,False,0.24,2026-08-09,46.00,False
17.4,TKR,117.64,25.6%,MEDIUM,MIXED,ECONOMIC,TROUGH,"margins contracting, estimates stabilising",FUNDAMENTALS_READY_PRICE_FALLING,,31.88,16.17,,15.70,0.44,0.57,0.13,41.10,2.4%,0.9%,-6.0%,-19.6%,-19.6%,66.7%,-8.2%,65.80,NORMAL,-0.04,3.68,MIXED,34.00,DOWN,False,Industrials,1185789,1046720,997752,1.13,1.19,NORMAL,normal,1.05,,3.00,UP,1.54,True,8.0,0.8,8.6,-3.0,3.0,3.0,-4.0,3.0,-5.0,0.0,8.0,0.0,-3.0,0.8,8.6,3.0,,,8.0,1.20,26.8%,False,0.38,2026-08-17,38.00,False
17.3,GAP,21.28,24.6%,MEDIUM,CYCLICAL,ECONOMIC,MID,no clear directional signal,WATCH,CONFIRMED-1d (holding),6.41,8.07,,-1.70,1.46,1.57,0.11,52.00,0.1%,4.2%,7.5%,-30.4%,-27.5%,17.5%,2.9%,1.60,GAP-UP-FADED,2.21,2.91,RISING,16.00,UP,True,Consumer Cyclical,4470431,6412320,7944625,0.70,0.56,LIGHT,FAKE-BOUNCE,0.81,,,,,False,-2.0,2.3,0.0,14.0,3.0,3.0,4.0,3.0,4.0,0.0,8.0,-10.0,14.0,2.3,0.0,3.0,,,-2.0,3.20,27.8%,False,0.20,2026-10-06,,False
17.1,VEEV,270.75,9.8%,MEDIUM,MIXED,ECONOMIC,MID,margins expanding + est rising (op_m=30%),WATCH,CONFIRMED-1d (holding),42.71,26.41,1.16,16.30,2.15,2.22,0.07,61.00,3.6%,1.6%,9.2%,-17.4%,-12.8%,82.9%,14.2%,84.40,NORMAL,0.74,3.39,RISING,17.00,UP,True,Healthcare,1421262,1636790,2148146,0.87,0.66,NORMAL,normal,0.76,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.79,False,8.0,3.4,5.7,14.0,-14.0,3.0,4.0,3.0,4.0,0.0,8.0,0.0,14.0,3.4,5.7,-14.0,,,8.0,,9.8%,True,0.00,,,False
17.0,NDAQ,95.44,14.9%,MEDIUM,MIXED,RATE,MID,margins expanding + est rising (op_m=49%),WATCH,CONFIRMED-1d (holding),27.83,20.40,1.75,7.40,5.47,0.04,-5.43,53.80,0.8%,7.0%,-2.8%,-6.2%,-6.2%,24.7%,0.8%,50.60,NORMAL,-0.20,2.80,RISING,66.00,DOWN,True,Financial Services,3329988,3463080,3673938,0.96,0.91,NORMAL,normal,0.94,ACCUM-CONFIRMED-RECENTLY,3.00,UP,1.76,True,8.0,3.0,5.0,6.0,-5.0,3.0,4.0,3.0,-4.0,0.0,8.0,0.0,6.0,3.0,5.0,-5.0,,,8.0,1.17,16.1%,False,0.33,2026-09-10,14.00,False
17.0,ODFL,177.72,28.7%,HIGH,CYCLICAL,ECONOMIC,TROUGH,"margins contracting, estimates stabilising",EARLY_TURN,,34.11,26.72,2.16,7.40,4.92,0.18,-4.74,32.80,1.4%,-1.8%,-13.9%,-29.5%,-29.5%,41.0%,-13.5%,46.50,NORMAL,1.18,2.59,RISING,14.00,DOWN,False,Industrials,1545135,1849970,1811967,0.83,0.85,NORMAL,normal,1.02,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.97,False,14.0,2.8,0.2,-3.0,3.0,6.0,-4.0,0.0,-5.0,0.0,10.0,4.0,-3.0,2.8,0.2,3.0,,,14.0,0.64,29.4%,False,0.22,2026-09-01,23.00,False
16.9,CHRD,137.72,26.0%,MEDIUM,CYCLICAL,COMMODITY,TROUGH,"margins contracting, estimates stabilising",FALLING_KNIFE,,9.31,8.75,,0.60,-1.37,13.63,15.00,40.30,-1.2%,-12.3%,-6.9%,-27.6%,-12.3%,63.5%,-1.9%,47.30,GRINDING-DOWN,-0.78,2.66,FALLING,4.00,DOWN,False,Energy,534979,789740,778926,0.68,0.69,LIGHT,light-dip,1.01,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.44,False,12.0,12.9,0.0,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,4.0,-11.0,12.9,0.0,3.0,,,12.0,3.78,29.8%,False,0.35,2026-08-19,36.00,False
16.8,AMZN,249.27,32.2%,HIGH,CYCLICAL,ECONOMIC,EARLY,margins expanding + est rising (op_m=14%),FALLING_KNIFE,,20.04,23.99,1.51,-4.00,5.28,-0.00,-5.28,44.10,-2.2%,1.4%,-4.9%,-13.2%,-13.2%,27.2%,-2.7%,24.20,NORMAL,-0.78,2.50,FALLING,37.00,UP,False,Consumer Cyclical,43691413,36800060,45210418,1.19,0.97,NORMAL,normal,0.81,,,,,False,12.0,2.8,3.0,-4.0,3.0,3.0,-6.0,3.0,-4.0,0.0,10.0,2.0,-4.0,2.8,3.0,3.0,,,12.0,,32.2%,False,0.00,,,False
16.8,CVE,31.08,19.1%,MEDIUM,CYCLICAL,COMMODITY,EARLY,fwd<trail PE + healthy margins (op_m=24%) → grower (EARLY),FALLING_KNIFE,,12.14,11.82,,0.30,3.61,8.86,5.25,43.60,-1.6%,-8.4%,-5.6%,-9.0%,-9.0%,98.8%,1.0%,49.30,GRINDING-DOWN,0.03,4.63,FALLING,38.00,UP,True,Energy,10750983,7606530,7518910,1.41,1.43,ELEVATED,ELEVATED-DOWN,1.01,DISTRIB-CONFIRMED-RECENTLY,1.00,DOWN,1.52,False,12.0,10.8,0.0,-1.0,-5.0,3.0,4.0,-3.0,-5.0,0.0,8.0,4.0,-1.0,10.8,0.0,-5.0,,,12.0,2.64,21.7%,False,0.23,2026-09-14,10.00,False
16.8,APO,124.36,23.4%,MEDIUM,CYCLICAL,RATE,TROUGH,"margins contracting, estimates stabilising",FUNDAMENTALS_READY_PRICE_FALLING,,44.26,11.58,0.47,32.70,0.51,0.02,-0.49,39.80,-2.8%,-2.1%,-6.3%,-34.4%,-18.9%,24.9%,-3.5%,36.00,GRINDING-DOWN,-3.06,2.32,MIXED,29.00,UP,False,Financial Services,3058397,2815430,3716041,1.09,0.82,NORMAL,normal,0.76,,,,,False,12.0,0.3,7.5,-6.0,3.0,3.0,-4.0,0.0,-5.0,0.0,8.0,4.0,-6.0,0.3,7.5,3.0,,,12.0,1.72,25.1%,False,0.74,2026-08-18,37.00,False
16.8,STLD,234.29,16.2%,MEDIUM,CYCLICAL,COMMODITY,TROUGH,"margins contracting, estimates stabilising",WATCH,,21.26,11.97,,9.30,11.16,2.88,-8.28,45.50,1.9%,-2.1%,2.5%,-18.9%,-18.9%,73.7%,-3.9%,50.50,NORMAL,0.87,2.73,MIXED,13.00,UP,False,Basic Materials,660022,1073970,1203297,0.61,0.55,LIGHT,light-dip,0.89,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.57,False,12.0,8.8,0.0,1.0,-5.0,3.0,-4.0,0.0,2.0,0.0,8.0,4.0,1.0,8.8,0.0,-5.0,,,12.0,0.88,17.0%,False,0.19,2026-09-29,,False
16.7,WMT,110.53,15.3%,MEDIUM,DEFENSIVE,,MID,fwd<trail PE but eps30=0.2 flat/weak → MID,CONFIRMED,CONFIRMED-1d (holding),40.05,34.23,,5.80,-1.74,0.19,1.93,57.60,0.4%,2.8%,3.8%,-18.2%,-18.2%,11.8%,0.8%,59.80,NORMAL,0.09,1.57,RISING,23.00,DOWN,True,Consumer Defensive,20177395,22319310,24750852,0.90,0.81,NORMAL,normal,0.90,DISTRIB-CONFIRMED-RECENTLY,4.00,DOWN,1.83,False,8.0,-0.7,-2.6,17.0,-5.0,8.0,4.0,3.0,2.0,0.0,8.0,0.0,17.0,-0.7,-2.6,-5.0,,,8.0,0.87,16.2%,False,0.35,2026-12-10,,False
16.5,GEHC,66.09,25.7%,MEDIUM,DEFENSIVE,,TROUGH,"margins contracting, estimates stabilising",FUNDAMENTALS_READY_PRICE_FALLING,,15.23,12.21,1.65,3.00,0.82,0.04,-0.78,44.10,2.0%,3.1%,-11.7%,-30.3%,-26.4%,12.5%,-3.1%,55.70,NORMAL,2.08,1.26,RISING,38.00,UP,False,Healthcare,3077629,3889770,4461490,0.79,0.69,LIGHT,FAKE-BOUNCE,0.87,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.71,False,8.0,0.5,8.0,-3.0,3.0,3.0,-4.0,3.0,-5.0,0.0,8.0,0.0,-3.0,0.5,8.0,3.0,,,8.0,0.21,25.9%,False,0.03,2026-10-22,,False
16.5,THC,256.44,11.0%,MEDIUM,MIXED,ECONOMIC,EARLY,margins expanding + est rising (op_m=18%),FALLING_KNIFE,,10.13,12.16,1.82,-2.00,18.93,1.14,-17.79,45.80,-1.7%,-1.7%,-8.7%,-9.4%,-9.4%,62.7%,1.9%,12.00,GRINDING-DOWN,0.61,3.34,FALLING,39.00,UP,True,Healthcare,631637,890690,1195067,0.71,0.53,LIGHT,light-dip,0.74,ACCUM-CONFIRMED-RECENTLY,3.00,UP,2.66,True,8.0,11.2,7.3,2.0,-12.0,3.0,4.0,0.0,-5.0,0.0,8.0,0.0,2.0,11.2,7.3,-12.0,,,8.0,,11.0%,False,0.00,2000-03-12,9692,False
16.5,PCTY,143.58,19.8%,HIGH,MIXED,ECONOMIC,MID,"margins expanding, estimates not yet moving",FALLING_KNIFE,,29.60,14.82,1.18,14.80,0.39,0.00,-0.39,45.30,-0.6%,-2.5%,-6.4%,-54.4%,-13.0%,54.4%,0.2%,44.70,GRINDING-DOWN,1.07,3.01,MIXED,10.00,DOWN,True,Technology,828503,703680,732145,1.18,1.13,NORMAL,normal,0.96,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.61,False,10.0,0.2,9.3,2.0,-5.0,3.0,4.0,0.0,-5.0,0.0,10.0,0.0,2.0,0.2,9.3,-5.0,,,10.0,,19.8%,False,0.00,,,False
16.3,TDY,621.05,22.1%,MEDIUM,MIXED,CAPEX,EARLY,fwd<trail PE + healthy margins (op_m=20%) → grower (EARLY),FUNDAMENTALS_READY_PRICE_FALLING,,29.67,23.20,1.40,6.50,2.73,0.15,-2.58,51.70,2.0%,3.8%,-2.4%,-11.0%,-11.0%,28.6%,-2.6%,72.20,NORMAL,0.53,2.05,RISING,168.00,UP,False,Technology,466505,303280,335256,1.54,1.39,HIGH,HIGH-UP,0.91,,,,,False,8.0,1.6,5.7,-2.0,3.0,3.0,-4.0,3.0,-4.0,0.0,8.0,0.0,-2.0,1.6,5.7,3.0,,,8.0,,22.1%,False,0.00,,,False
16.3,TTC,96.58,14.9%,MEDIUM,MIXED,ECONOMIC,MID,fwd<trail PE but eps30=0.4 flat/weak → MID,WATCH,,25.82,18.94,1.46,6.90,0.36,0.36,0.00,54.90,3.4%,3.7%,-2.9%,-17.9%,-8.2%,42.8%,0.9%,69.10,STRENGTH-HOLLOW,1.57,3.09,MIXED,12.00,DOWN,True,Industrials,782680,1074610,841957,0.73,0.93,LIGHT,FAKE-BOUNCE,1.28,ACCUM-CONFIRMED-RECENTLY,3.00,UP,3.29,True,8.0,0.6,6.7,6.0,-5.0,3.0,4.0,3.0,-4.0,0.0,8.0,0.0,6.0,0.6,6.7,-5.0,,,8.0,1.60,16.5%,False,0.41,2026-10-05,,False
16.2,MLI,60.33,32.6%,HIGH,MIXED,ECONOMIC,MID,"margins expanding, estimates not yet moving",FUNDAMENTALS_READY_PRICE_FALLING,,15.71,13.77,,1.90,0.11,0.00,-0.11,40.80,0.7%,-0.3%,-4.6%,-15.2%,-15.2%,25.0%,-4.9%,51.40,NORMAL,-0.38,2.35,MIXED,8.00,DOWN,False,Industrials,1250182,2323630,1486522,0.54,0.84,LIGHT,light-dip,1.56,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,6.21,False,10.0,0.1,10.1,-7.0,3.0,3.0,-6.0,0.0,-4.0,0.0,10.0,0.0,-7.0,0.1,10.1,3.0,,,10.0,0.99,33.6%,False,0.16,2026-09-03,21.00,False
16.1,CAH,221.27,22.4%,MEDIUM,DEFENSIVE,,TROUGH,fwd<trail PE + eps30=3.6>1.5 + low margins → TROUGH,FALLING_KNIFE,,30.69,15.72,1.11,15.00,4.10,3.57,-0.53,32.40,-2.0%,-4.9%,-3.6%,-14.3%,-14.3%,51.7%,-5.1%,7.00,GRINDING-DOWN,-1.75,2.12,MIXED,157.00,UP,False,Healthcare,1199212,1734510,2113050,0.69,0.57,LIGHT,light-dip,0.82,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.96,False,8.0,5.8,9.3,-10.0,3.0,3.0,-6.0,-3.0,-4.0,0.0,8.0,0.0,-10.0,5.8,9.3,3.0,,,8.0,0.93,23.4%,False,0.28,2026-09-30,,False
16.0,LMT,524.68,21.6%,MEDIUM,MIXED,ECONOMIC,MID,fwd<trail PE but eps30=0.2 flat/weak → MID,FUNDAMENTALS_READY_PRICE_FALLING,,19.34,16.02,0.99,3.30,2.02,0.21,-1.81,38.80,-2.0%,-1.7%,-6.9%,-24.2%,-24.2%,20.0%,-5.8%,12.50,GRINDING-DOWN,-2.02,2.23,MIXED,42.00,UP,False,Industrials,1129064,1277970,1208458,0.88,0.93,NORMAL,normal,1.06,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.36,False,8.0,1.3,9.7,-6.0,3.0,3.0,-4.0,0.0,-5.0,0.0,8.0,0.0,-6.0,1.3,9.7,3.0,,,8.0,2.60,24.2%,False,0.50,2026-08-31,24.00,False
15.8,MORN,200.32,18.1%,MEDIUM,MIXED,RATE,MID,margins expanding + est rising (op_m=24%),FALLING_KNIFE,,19.08,14.37,2.31,4.70,5.35,3.58,-1.77,47.20,-0.6%,-0.7%,-7.2%,-45.1%,-15.8%,41.6%,1.2%,75.20,FELL-RECOVERED,-3.45,4.00,FALLING,6.00,UP,True,Financial Services,319997,334100,409308,0.96,0.78,NORMAL,normal,0.82,ACCUM-CONFIRMED-RECENTLY,3.00,UP,2.05,True,8.0,6.4,4.4,2.0,-5.0,3.0,4.0,0.0,-5.0,0.0,8.0,0.0,2.0,6.4,4.4,-5.0,,,8.0,0.98,19.1%,False,0.19,2026-10-01,,False
15.6,ZM,91.90,28.7%,MEDIUM,MIXED,ECONOMIC,MID,"margins expanding, estimates not yet moving",FUNDAMENTALS_READY_PRICE_FALLING,,8.53,14.50,,-6.00,0.61,0.61,0.00,42.20,1.1%,-1.3%,-14.5%,-68.5%,-19.9%,30.0%,-5.4%,44.60,NORMAL,0.24,2.81,RISING,17.00,UP,False,Technology,3061613,3235110,3840034,0.95,0.80,NORMAL,normal,0.84,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.51,False,8.0,0.9,9.7,-6.0,3.0,3.0,-4.0,0.0,-5.0,0.0,8.0,0.0,-6.0,0.9,9.7,3.0,,,8.0,,28.7%,False,0.00,,,False
15.5,PINS,18.45,57.5%,MEDIUM,MIXED,ECONOMIC,EARLY,margins expanding + est rising (op_m=-3%),FALLING_KNIFE,,54.26,7.68,0.30,46.60,7.45,0.07,-7.38,35.50,-4.7%,-1.7%,-21.1%,-72.0%,-47.9%,33.3%,-16.9%,80.30,FELL-RECOVERED,-4.80,4.12,MIXED,9.00,DOWN,False,Communication Services,14736556,18186720,15045081,0.81,0.98,NORMAL,normal,1.21,ACCUM-CONFIRMED-RECENTLY,3.00,UP,2.23,True,8.0,4.0,14.5,-8.0,0.0,3.0,-6.0,0.0,-5.0,0.0,8.0,0.0,-8.0,4.0,14.5,0.0,,,8.0,,57.5%,False,0.00,,,False
15.5,EWBC,124.49,20.5%,MEDIUM,MIXED,RATE,MID,fwd<trail PE + healthy margins (op_m=65%) → grower (MID),FUNDAMENTALS_READY_PRICE_FALLING,,12.06,10.89,,1.20,0.69,0.28,-0.41,36.10,-2.6%,-3.3%,-4.2%,-9.4%,-9.4%,34.3%,-4.9%,2.70,GRINDING-DOWN,-1.75,2.07,MIXED,142.00,DOWN,False,Financial Services,728846,983670,848427,0.74,0.86,LIGHT,light-dip,1.16,ACCUM-CONFIRMED-RECENTLY,3.00,UP,3.94,True,8.0,0.6,11.9,-8.0,3.0,3.0,-4.0,-3.0,-4.0,0.0,8.0,0.0,-8.0,0.6,11.9,3.0,,,8.0,2.25,22.7%,False,0.27,2026-08-02,53.00,False
15.4,PEGA,35.18,13.7%,HIGH,MIXED,ECONOMIC,MID,"margins expanding, estimates not yet moving",FALLING_KNIFE,,19.99,13.45,,6.50,-12.59,0.86,13.45,49.70,0.6%,-6.5%,4.8%,-48.3%,-48.3%,40.2%,5.8%,64.40,NORMAL,-0.54,2.56,MIXED,6.00,UP,True,Technology,1143743,2452480,2473145,0.47,0.46,VERY_LIGHT,light-dip,0.99,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.71,False,10.0,-5.9,10.3,6.0,-5.0,3.0,4.0,-3.0,2.0,0.0,10.0,0.0,6.0,-5.9,10.3,-5.0,,,10.0,0.34,14.0%,False,0.07,2026-09-30,,False
15.4,JAZZ,234.88,23.7%,MEDIUM,DEFENSIVE,,TROUGH,"margins contracting, estimates stabilising",FUNDAMENTALS_READY_PRICE_FALLING,,16.07,9.11,0.96,7.00,0.64,0.02,-0.62,38.20,-2.7%,-2.5%,-7.6%,-11.8%,-11.8%,86.7%,-5.6%,33.80,GRINDING-DOWN,-0.91,4.15,MIXED,95.00,UP,False,Healthcare,792214,772280,888155,1.03,0.89,NORMAL,normal,0.87,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.49,False,8.0,0.4,12.0,-8.0,3.0,3.0,-6.0,0.0,-5.0,0.0,8.0,0.0,-8.0,0.4,12.0,3.0,,,8.0,,23.7%,False,0.00,,,False
15.3,BSY,32.72,34.5%,MEDIUM,MIXED,ECONOMIC,MID,"margins expanding, estimates not yet moving",WATCH,,36.36,20.78,1.23,15.60,-0.38,0.26,0.64,45.80,2.4%,2.6%,-11.8%,-47.5%,-42.8%,16.5%,-4.4%,76.80,NORMAL,-0.22,4.34,MIXED,11.00,DOWN,False,Technology,3108274,3350580,2925363,0.93,1.06,NORMAL,normal,1.15,ACCUM-CONFIRMED-RECENTLY,3.00,UP,3.24,True,8.0,0.1,7.2,-3.0,3.0,3.0,-4.0,3.0,-5.0,0.0,8.0,0.0,-3.0,0.1,7.2,3.0,,,8.0,0.86,35.3%,False,0.31,2026-09-21,3.00,True
15.2,AVNT,40.97,24.1%,MEDIUM,CYCLICAL,COMMODITY,TROUGH,"margins contracting, estimates stabilising",FUNDAMENTALS_READY_PRICE_FALLING,,22.15,11.72,1.22,10.40,3.53,0.00,-3.53,43.80,1.3%,-0.0%,-8.3%,-33.3%,-12.2%,49.1%,-0.5%,50.90,NORMAL,1.14,1.39,RISING,31.00,UP,False,Basic Materials,497114,688430,847548,0.72,0.59,LIGHT,light-dip,0.81,,,,,False,12.0,1.9,4.3,-6.0,3.0,3.0,-4.0,0.0,-5.0,0.0,8.0,4.0,-6.0,1.9,4.3,3.0,,,12.0,2.67,26.8%,False,0.59,2026-09-10,14.00,False
